District,Building name,Last date of visit of the case(s),Related cases,Latitude,Longitude
Kwai Tsing,Ming Tong Building,23/12/2022,,22.3671182,114.1353657
Kwai Tsing,Victory Garden,23/12/2022,,22.366683,114.1387984
Kwai Tsing,Hotel Ease . Tsuen Wan,23/12/2022,,22.3683623,114.1372933
Kwai Tsing,"Block 9, Mayfair Gardens",23/12/2022,,22.3435907,114.1069848
Kwai Tsing,Wah Fat Industrial Building,23/12/2022,,22.3622852,114.1342154
Kwai Tsing,"Block 10, Wonderland Villas",23/12/2022,,22.3537927,114.1353889
Kwai Tsing,"Block 14, Wonderland Villas",23/12/2022,,22.3537927,114.1353889
Kwai Tsing,Kwai Fat Building,23/12/2022,,22.3700567,114.1394067
Kwai Tsing,Edition 178,23/12/2022,,22.3549077,114.1260991
Kwai Tsing,Tak Tai Court,22/12/2022,,22.3694253,114.1233586
Kwai Tsing,"Tower 1, Regency Park",22/12/2022,,22.350959,114.138249
Kwai Tsing,"Block 3, Wonderland Villas",22/12/2022,,22.3523715,114.1356908
Kwai Tsing,So Tao Centre,22/12/2022,,22.3658804,114.1342277
Kwun Tong,Ocean One,28/12/2022,,22.292875,114.237878
Kwun Tong,"Tower 2, Peninsula East",28/12/2022,,22.2940712,114.2345453
Kwun Tong,Yan On Mansion,28/12/2022,,22.315698,114.2331057
Kwun Tong,Yen Fu Mansion,28/12/2022,,22.3160949,114.2259078
Kwun Tong,Kai King Building,28/12/2022,,22.3143686,114.226212
Kwun Tong,"Tower 1, Grand Central",28/12/2022,,22.3145027,114.2252723
Kwun Tong,"Tower 2, Grand Central",28/12/2022,,22.3145027,114.2252723
Kwun Tong,"Tower 3, Grand Central",28/12/2022,,22.3145027,114.2252723
Kwun Tong,"Tower 5, Grand Central",28/12/2022,,22.3145027,114.2252723
Kwun Tong,"Block A, Lee Kee Building",28/12/2022,,22.3255867,114.215353
Kwun Tong,"Block C, Lee Kee Building",28/12/2022,,22.3255867,114.215353
Kwun Tong,"Block 10, Sceneway Garden",28/12/2022,,22.3060889,114.2334349
Kwun Tong,"Block 11, Sceneway Garden",28/12/2022,,22.3063269,114.2332119
Kwun Tong,"Block 12, Sceneway Garden",28/12/2022,,22.306587,114.2329888
Kwun Tong,"Block 14, Sceneway Garden",28/12/2022,,22.3070949,114.2325252
Kwun Tong,"Block 16, Sceneway Garden",28/12/2022,,22.3075968,114.2321073
Kwun Tong,"Block 17, Sceneway Garden",28/12/2022,,22.3073278,114.2317518
Kwun Tong,"Block 1, Sceneway Garden",28/12/2022,,22.3078459,114.2329249
Kwun Tong,"Block 2, Sceneway Garden",28/12/2022,,22.3080608,114.2333569
Kwun Tong,"Block 3, Sceneway Garden",28/12/2022,,22.3077977,114.2335933
Kwun Tong,"Block 4, Sceneway Garden",28/12/2022,,22.3075448,114.2338119
Kwun Tong,"Block 5, Sceneway Garden",28/12/2022,,22.3072689,114.2340589
Kwun Tong,"Block 6, Sceneway Garden",28/12/2022,,22.3069939,114.2343039
Kwun Tong,"Block 7, Sceneway Garden",28/12/2022,,22.3067319,114.2345378
Kwun Tong,"Block 8, Sceneway Garden",28/12/2022,,22.3063659,114.2341969
Kwun Tong,Hip Wo House,28/12/2022,,22.3165014,114.2260935
Kwun Tong,"Block B, Hipway Towers",28/12/2022,,22.3211091,114.2261384
Kwun Tong,Unify Commercial-Industrial Building,28/12/2022,,22.3168405,114.2145579
Kwun Tong,Hopewell House,28/12/2022,,22.316925,114.2263135
Kwun Tong,"Fu On House, Wo Lok Estate",28/12/2022,,22.3149031,114.2284363
Kwun Tong,"Kui On House, Wo Lok Estate",28/12/2022,,22.3162877,114.2280103
Kwun Tong,"Man On House, Wo Lok Estate",28/12/2022,,22.2767688,114.1767726
Kwun Tong,"Tai On House, Wo Lok Estate",28/12/2022,,22.3132984,114.1685055
Kwun Tong,"Yee On House, Wo Lok Estate",28/12/2022,,22.3149031,114.2284363
Kwun Tong,Kai Tak House,28/12/2022,,22.3163289,114.2265693
Kwun Tong,"Kai Ning House, Kai Yip Estate",28/12/2022,,22.3299409,114.2093741
Kwun Tong,"Kai Lok House, Kai Yip Estate",28/12/2022,,22.3284563,114.2094682
Kwun Tong,"Kai Shing House, Kai Yip Estate",28/12/2022,,22.3296831,114.2088788
Kwun Tong,"Kai Cheung House, Kai Yip Estate",28/12/2022,,22.3284564,114.2094681
Kwun Tong,"Kai Yue House, Kai Yip Estate",28/12/2022,,22.3290116,114.2102203
Kwun Tong,"Kai Fan House, Kai Tai Court",28/12/2022,,22.32875,114.21176
Kwun Tong,"Kai On House, Kai Tai Court",28/12/2022,,22.3281934,114.2105876
Kwun Tong,"Kai Yan House, Kai Tin Estate",28/12/2022,,22.30939,114.23368
Kwun Tong,"Kai Shun House, Kai Tin Estate",28/12/2022,,22.30923,114.23552
Kwun Tong,"Kai Wong House, Kai Tin Estate",28/12/2022,,22.30985,114.23479
Kwun Tong,"Ka Yan Building, Jade Field Garden",28/12/2022,,22.3260275,114.2147075
Kwun Tong,"Ka Yin Mansion, Jade Field Garden",28/12/2022,,22.326289,114.21483
Kwun Tong,"Hung Shek House, Ping Shek Estate",28/12/2022,,22.3334339,114.2085802
Kwun Tong,"Tsui Shek House, Ping Shek Estate",28/12/2022,,22.33346,114.207902
Kwun Tong,"Lam Shek House, Ping Shek Estate",28/12/2022,,22.33346,114.207902
Kwun Tong,"Kam Shek House, Ping Shek Estate",28/12/2022,,22.3334006,114.2103377
Kwun Tong,"Wong Shek House, Ping Shek Estate",28/12/2022,,22.3323889,114.2090843
Kwun Tong,Dor Hei Building,28/12/2022,,22.3173707,114.216318
Kwun Tong,"Kay Yan House, On Kay Court",28/12/2022,,22.321498,114.2168289
Kwun Tong,"Kay Shun House, On Kay Court",28/12/2022,,22.3219741,114.2170698
Kwun Tong,"Kay Hong House, On Kay Court",28/12/2022,,22.321498,114.2168289
Kwun Tong,"Wo Tai House, On Tai Estate",28/12/2022,,22.327983,114.227663
Kwun Tong,"Kui Tai House, On Tai Estate",28/12/2022,,22.328484,114.228749
Kwun Tong,"Tak Tai House, On Tai Estate",28/12/2022,,22.3274592,114.2292275
Kwun Tong,"Hang Tai House, On Tai Estate",28/12/2022,,22.326666,114.228798
Kwun Tong,"Ming Tai House, On Tai Estate",28/12/2022,,22.3290365,114.2284198
Kwun Tong,"King Tai House, On Tai Estate",28/12/2022,,22.3271183,114.2280906
Kwun Tong,"Chi Tai House, On Tai Estate",28/12/2022,,22.327821,114.229311
Kwun Tong,"Shing Tai House, On Tai Estate",28/12/2022,,22.3266503,114.229992
Kwun Tong,"Fung Tai House, On Tai Estate",28/12/2022,,22.3273732,114.2302399
Kwun Tong,"Kam Tai House, On Tai Estate",28/12/2022,,22.3249794,114.2305507
Kwun Tong,"On Kin House, On Tin Estate",28/12/2022,,22.3080458,114.2356085
Kwun Tong,"On Lai House, On Tin Estate",28/12/2022,,22.3073479,114.2354741
Kwun Tong,"Yan Tat House, On Tat Estate",28/12/2022,,22.3193757,114.2360313
Kwun Tong,"Chun Tat House, On Tat Estate",28/12/2022,,22.3213824,114.2349168
Kwun Tong,"Sin Tat House, On Tat Estate",28/12/2022,,22.3199143,114.2353812
Kwun Tong,"Hau Tat House, On Tat Estate",28/12/2022,,22.3210171,114.2361242
Kwun Tong,"Oi Tat House, On Tat Estate",28/12/2022,,22.3219083,114.233245
Kwun Tong,"Chi Tat House, On Tat Estate",28/12/2022,,22.3206968,114.2344292
Kwun Tong,"Ching Tat House, On Tat Estate",28/12/2022,,22.3201523,114.2363564
Kwun Tong,"Lai Tat House, On Tat Estate",28/12/2022,,22.3205832,114.2350097
Kwun Tong,"Shing Tat House, On Tat Estate",28/12/2022,,22.3214275,114.2340809
Kwun Tong,"Him Tat House, On Tat Estate",28/12/2022,,22.3203766,114.2368672
Kwun Tong,"Yin Tat House, On Tat Estate",28/12/2022,,22.3211777,114.2356598
Kwun Tong,"Block A, Wang Kwong Building",28/12/2022,,22.3261115,114.2153428
Kwun Tong,"Block B, Wang Kwong Building",28/12/2022,,22.3261115,114.2153428
Kwun Tong,"Block C, Wang Kwong Building",28/12/2022,,22.3261115,114.2153428
Kwun Tong,Ting On Building,28/12/2022,,22.3169784,114.216318
Kwun Tong,Yee On Centre,28/12/2022,,22.3152528,114.2233768
Kwun Tong,"Peony Court, Fulrich Garden",28/12/2022,,22.3160731,114.2214739
Kwun Tong,Bo Fung Building,28/12/2022,,22.3146154,114.2221694
Kwun Tong,"Po Shan House, Po Pui Court",28/12/2022,,22.317164,114.228795
Kwun Tong,"Po Wu House, Po Pui Court",28/12/2022,,22.317546,114.228511
Kwun Tong,"Po Ying House, Po Pui Court",28/12/2022,,22.3178346,114.2281368
Kwun Tong,"Po Yiu House, Po Pui Court",28/12/2022,,22.3177342,114.2279573
Kwun Tong,"Po Chui House, Po Pui Court",28/12/2022,,22.3177342,114.2279573
Kwun Tong,"Tat Kai House, Po Tat Estate",28/12/2022,,22.3166266,114.2379817
Kwun Tong,"Tat Shun House, Po Tat Estate",28/12/2022,,22.3164546,114.2373858
Kwun Tong,"Tat Hei House, Po Tat Estate",28/12/2022,,22.3164323,114.237015
Kwun Tong,"Tat Fu House, Po Tat Estate",28/12/2022,,22.3170716,114.2373877
Kwun Tong,"Tat Fung House, Po Tat Estate",28/12/2022,,22.317226,114.2381397
Kwun Tong,"Tat Hong House, Po Tat Estate",28/12/2022,,22.3170718,114.2368351
Kwun Tong,"Tat Yi House, Po Tat Estate",28/12/2022,,22.3177189,114.2397946
Kwun Tong,"Tat Yan House, Po Tat Estate",28/12/2022,,22.3162266,114.2403732
Kwun Tong,"Tat Chui House, Po Tat Estate",28/12/2022,,22.3173877,114.238667
Kwun Tong,"Tat Kwai House, Po Tat Estate",28/12/2022,,22.3169733,114.2390962
Kwun Tong,"Tat Hin House, Po Tat Estate",28/12/2022,,22.3173991,114.2377218
Kwun Tong,"Ping Yan House, Ping Tin Estate",28/12/2022,,22.3060826,114.2363236
Kwun Tong,"Ping Shun House, Ping Tin Estate",28/12/2022,,22.3065601,114.2363052
Kwun Tong,"Ping Sin House, Ping Tin Estate",28/12/2022,,22.3065601,114.2363052
Kwun Tong,"Ping Wong House, Ping Tin Estate",28/12/2022,,22.3065601,114.2363052
Kwun Tong,"Ping Chun House, Ping Tin Estate",28/12/2022,,22.3080217,114.2374266
Kwun Tong,"Ping Mei House, Ping Tin Estate",28/12/2022,,22.3078197,114.2362804
Kwun Tong,"Ping Shing House, Ping Tin Estate",28/12/2022,,22.305544,114.2369601
Kwun Tong,Hong Ning Building,28/12/2022,,22.315081,114.2240502
Kwun Tong,"Chung Pak House, Hong Pak Court",28/12/2022,,22.302106,114.239639
Kwun Tong,"Wing Pak House, Hong Pak Court",28/12/2022,,22.302106,114.239639
Kwun Tong,"Yan Pak House, Hong Pak Court",28/12/2022,,22.302106,114.239639
Kwun Tong,"Shui Pak House, Hong Pak Court",28/12/2022,,22.302106,114.239639
Kwun Tong,"Cheung Pak House, Hong Pak Court",28/12/2022,,22.30347,114.23845
Kwun Tong,"Kam Pak House, Hong Pak Court",28/12/2022,,22.30223,114.24072
Kwun Tong,"Lung Pak House, Hong Pak Court",28/12/2022,,22.30334,114.23855
Kwun Tong,"Block A, Hamden Court",28/12/2022,,22.319559,114.222991
Kwun Tong,Hong Shui Court,28/12/2022,,22.3014223,114.240813
Kwun Tong,"Wo Hong House, Hong Tin Court",28/12/2022,,22.3077621,114.2343682
Kwun Tong,"Kei Hong House, Hong Tin Court",28/12/2022,,22.30718,114.23509
Kwun Tong,"Yue Hong House, Hong Tin Court",28/12/2022,,22.3077621,114.2343682
Kwun Tong,Hong Ying Court,28/12/2022,,22.3094394,114.2386923
Kwun Tong,"Wang Hong House, Hong Wah Court",28/12/2022,,22.31366,114.24051
Kwun Tong,"Yee Hong House, Hong Wah Court",28/12/2022,,22.31386,114.24071
Kwun Tong,"Chung Hong House, Hong Wah Court",28/12/2022,,22.3140705,114.2396767
Kwun Tong,"Hong Nin House, Hong Yat Court",28/12/2022,,22.3108108,114.23497
Kwun Tong,"Hong Ting House, Hong Yat Court",28/12/2022,,22.310449,114.2339967
Kwun Tong,"Hong King House, Hong Yat Court",28/12/2022,,22.31027,114.23523
Kwun Tong,"Hong Lai House, Hong Yat Court",28/12/2022,,22.31071,114.23361
Kwun Tong,"Heng Nga House, Hong Nga Court",28/12/2022,,22.3060359,114.2382799
Kwun Tong,"Tao Nga House, Hong Nga Court",28/12/2022,,22.3060359,114.2382799
Kwun Tong,"Lai Nga House, Hong Nga Court",28/12/2022,,22.3056213,114.2380195
Kwun Tong,"Kwong Hin House, Kwong Tin Estate",28/12/2022,,22.3033602,114.2397463
Kwun Tong,"Kwong Yat House, Kwong Tin Estate",28/12/2022,,22.3028501,114.240768
Kwun Tong,"Kwong Ngar House, Kwong Tin Estate",28/12/2022,,22.3031125,114.2402107
Kwun Tong,"Kwong Ching House, Kwong Tin Estate",28/12/2022,,22.30433,114.23832
Kwun Tong,Kin Tai House,28/12/2022,,22.3178961,114.2260935
Kwun Tong,"Choi Leung House, Choi Tak Estate",28/12/2022,,22.3298,114.21513
Kwun Tong,"Choi Yan House, Choi Tak Estate",28/12/2022,,22.3304003,114.2121943
Kwun Tong,"Choi Chun House, Choi Tak Estate",28/12/2022,,22.3307443,114.2142979
Kwun Tong,"Choi Shun House, Choi Tak Estate",28/12/2022,,22.32957,114.21261
Kwun Tong,"Choi King House, Choi Tak Estate",28/12/2022,,22.3305022,114.2134736
Kwun Tong,"Choi Yee House, Choi Tak Estate",28/12/2022,,22.331267,114.213304
Kwun Tong,"Choi Shing House, Choi Tak Estate",28/12/2022,,22.330027,114.21314
Kwun Tong,"Ying On House, Choi Ying Estate",28/12/2022,,22.32839,114.21559
Kwun Tong,"Ying Fu House, Choi Ying Estate",28/12/2022,,22.328918,114.214683
Kwun Tong,"Ying Hong House, Choi Ying Estate",28/12/2022,,22.32818,114.21553
Kwun Tong,"Ying Lok House, Choi Ying Estate",28/12/2022,,22.3282878,114.2147547
Kwun Tong,"Ying Shun House, Choi Ying Estate",28/12/2022,,22.326907,114.215508
Kwun Tong,"Choi Wo House, Choi Fook Estate",28/12/2022,,22.32982,114.2165
Kwun Tong,"Choi Sin House, Choi Fook Estate",28/12/2022,,22.32821,114.217411
Kwun Tong,"Choi Hay House, Choi Fook Estate",28/12/2022,,22.3274173,114.2167985
Kwun Tong,"Choi Lok House, Choi Fook Estate",28/12/2022,,22.3287641,114.2168985
Kwun Tong,"Choi Foon House, Choi Fook Estate",28/12/2022,,22.32726,114.21797
Kwun Tong,"Choi Huen House, Choi Hing Court",28/12/2022,,22.3315784,114.2132694
Kwun Tong,"Choi Kiu House, Choi Hing Court",28/12/2022,,22.33153,114.21426
Kwun Tong,"Choi Wui House, Choi Hing Court",28/12/2022,,22.315698,114.2331057
Kwun Tong,"Choi Sing House, Choi Ha Estate",28/12/2022,,22.315698,114.2331057
Kwun Tong,"Choi Yuet House, Choi Ha Estate",28/12/2022,,22.326331,114.21755
Kwun Tong,"Block A, Cheerful Court",28/12/2022,,22.325616,114.2162716
Kwun Tong,"Block A, Tak Bo Garden",28/12/2022,,22.326918,114.2143061
Kwun Tong,"Block B, Tak Bo Garden",28/12/2022,,22.326918,114.2143061
Kwun Tong,"Block C, Tak Bo Garden",28/12/2022,,22.326918,114.2143061
Kwun Tong,"Block D, Tak Bo Garden",28/12/2022,,22.326918,114.2143061
Kwun Tong,"Block E, Tak Bo Garden",28/12/2022,,22.326918,114.2143061
Kwun Tong,"Block F, Tak Bo Garden",28/12/2022,,22.326918,114.2143061
Kwun Tong,"Block G, Tak Bo Garden",28/12/2022,,22.326918,114.2143061
Kwun Tong,"Block H, Tak Bo Garden",28/12/2022,,22.326918,114.2143061
Kwun Tong,"Tak Lok House, Tak Tin Estate",28/12/2022,,22.30931,114.23903
Kwun Tong,"Tak Yan House, Tak Tin Estate",28/12/2022,,22.315698,114.2331057
Kwun Tong,"Tak Shui House, Tak Tin Estate",28/12/2022,,22.3088387,114.2387247
Kwun Tong,"Tak Shing House, Tak Tin Estate",28/12/2022,,22.3074368,114.2388027
Kwun Tong,"Tak Lai House, Tak Tin Estate",28/12/2022,,22.3102487,114.2383747
Kwun Tong,"Tak Yee House, Tak Tin Estate",28/12/2022,,22.309959,114.2396277
Kwun Tong,"Tak Lung House, Tak Tin Estate",28/12/2022,,22.30697,114.23926
Kwun Tong,"Block A, Telford Gardens",28/12/2022,,22.32237,114.212493
Kwun Tong,"Block D2, Telford Gardens",28/12/2022,,22.32237,114.212493
Kwun Tong,"Block D, Telford Gardens",28/12/2022,,22.32237,114.212493
Kwun Tong,"Block I2, Telford Gardens",28/12/2022,,22.32237,114.212493
Kwun Tong,"Block I, Telford Gardens",28/12/2022,,22.32237,114.212493
Kwun Tong,"Block L, Telford Gardens",28/12/2022,,22.32237,114.212493
Kwun Tong,"Block M, Telford Gardens",28/12/2022,,22.32237,114.212493
Kwun Tong,"Block N, Telford Gardens",28/12/2022,,22.32237,114.212493
