Company Name,Company Address,District,Telephone Number,Latitude,Longitude
MERLIN PHARMACY LIMITED( 美侖葯房有限公司 ),"SHOP 18, G/F, 29 SAU FU STREET,YUEN LONG,NT",YUEN LONG,24420988,22.4449895,114.0276748
METRO CITY DISPENSARY LIMITED( 新都城中西藥房有限公司 ),"37-38 UG, METRO CITY PLAZA , PHASE 2, TSEUNG KWAN O,NT",TSEUNG KWAN O,26232388,22.3222608,114.2591848
MICHAEL PHARMACARE COMPANY LIMITED( 米高藥業有限公司 ),"FLAT A1A, G/F, THE WHARF, 33 NORTH POINT ROAD,NORTH POINT,HK",NORTH POINT,35963613,22.2918182,114.1962855
MING FUNG DISPENSARY LIMITED( 名豐大藥房有限公司 ),"G/F, YEN DACK BUILDING, 107 CHUN YEUNG STREET,NORTH POINT,HK",NORTH POINT,35201348,22.291556,114.1983416
MING SUM DISPENSARY COMPANY O/B HYGIENE MEDICINE LIMITED( 銘森大藥房 ),"G/F & COCKLOFT, TUNG MING MANSION, 378 LAI CHI KOK ROAD,SHAM SHUI PO,KLN",SHAM SHUI PO,28062022,22.3294953,114.1596576
MOLECULAR IMAGING AND MEDICAL CYCLOTRON CENTRE( 份子掃描及醫療迴旋加速器中心 ),"RM 01-RM 32, LG3-01 FACULTY OF MEDICINE BUILDING, 21 SASSOON ROAD,POK FU LAM,HK",POK FU LAM,39177511,22.26735,114.128271
MORECARE PHARMACY LIMITED( 濟民西藥房有限公司 ),"SHOP 36B, LEVEL 3, HILTON PLAZA, 3-9 SHA TIN CENTRE STREET,SHATIN,NT",SHATIN,28869880,22.3792753,114.1867445
MYER PHARMACY O/B MEAN GOOD LIMITED( 金華中西藥房 ),"G/F , TAI ON BUILDING, 828 CANTON ROAD,YAU MA TEI,KLN",YAU MA TEI,27712877,22.3133207,114.1684851
NAM PEK GINSENG MEDICINE PHARMACY CO O/B PERFECT WINNER ENTERPRISES LIMITED( 南北中西大藥房 ),"ROOM D1, G/F, 12 HONG LOK ROAD,YUEN LONG,NT",YUEN LONG,24781449,22.4431112,114.0270929
NAM WAH PHARMACY O/B NAM WAH PHARMACY LIMITED( 南華藥房 ),"G/F, 42 ARGYLE STREET,MONG KOK,KLN",MONG KOK,23916125,22.319408,114.1707301
NATIONAL PHARMACY O/B CHI MAN DISPENSARY LIMITED( 國民大藥房 ),"SHOP A & B G/F & FLAT A & B 1/F, KWOK WING HOUSE, 63, 63A, 65 TUNG CHOI STREET G/F & COCKLOFT 67 TUNG CHOI STREET,MONG KOK,KLN",MONG KOK,24404818,22.3186184,114.1705442
NEW CHUN FAT DISPENSARY O/B FIRST STATE (HK) LIMITED( 新駿發藥房 ),"SHOP 3, G/F, FAR EAST MANSION, 1-5 TAI FUNG STREET,YUEN LONG,NT",YUEN LONG,2475 8899,22.445978,114.029854
NEW CITY DISPENSARY (HONG KONG) COMPANY LIMITED( 新城中西藥房(香港)有限公司 ),"SHOP UNIT 204, LEVEL 2, THE LOHAS, NO. 1 LOHAS PARK ROAD,TSEUNG KWAN O,NT",TSEUNG KWAN O,25758433,22.2964085,114.2705588
NEW CITY DISPENSARY GROUP LIMITED( 新城藥房集團有限公司 ),"SHOP NO(S). 2316 ON LEVEL 2 OF MOSTOWN, MA ON SHAN,NT",MA ON SHAN,26230038,22.4241633,114.2314688
NEW CITY DISPENSARY O/B EXCEL LOYAL (HONG KONG) LIMITED( 新城中西藥房 ),"ROOM 3B, G/F, KAI TAK GARDEN, PHASE II, 121 CHOI HUNG ROAD,WONG TAI SIN,KLN",WONG TAI SIN,29979181,22.3382155,114.1944955
NEW CITY DISPENSARY O/B HAPPY RIGHT INDUSTRIES LIMITED( 新城中西藥房 ),"ROOM 218-9, L2/F, METRO CITY PHASE I, TSEUNG KWAN O,NT",TSEUNG KWAN O,26237594,22.320638,114.257289
NEW FU KEUNG DISPENSARY COMPANY LIMITED( 新富強藥房有限公司 ),"SHOP 5, G/F, SOUTHERN BUILDING, 257-273 KING'S ROAD,NORTH POINT,HK",NORTH POINT,28878798,22.2900273,114.1948009
NEW SIU WO PHARMACY( 新兆和西藥房 ),"SHOP NO. 2-A, G/F, TAK WAH STREET,TSUEN WAN,NT",TSUEN WAN,24920987,22.3691927,114.1189147
NEW STAR PHARMACY LIMITED( 新星中西大藥房有限公司 ),"G/F, 15 MORRISON HILL ROAD,WAN CHAI,HK",WAN CHAI,31623568,22.2776596,114.1800616
NEW TOWN PHARMACY LIMITED( 屯門葯房有限公司 ),"27A, G/F, HONELEY COURT, 94-110 HEUNG SZE WUI ROAD,TUEN MUN,NT",TUEN MUN,24522599,22.3976169,113.9751809
NEW WANG HING DISPENSARY O/B CHUN TUNG MEDICAL LIMITED( 新宏興中西藥房 ),"SHOP D, G/F, KAM LAI BUILDING, 3 KAI MAN PATH,TUEN MUN,NT",TUEN MUN,"24301261, 24301262",22.395951,113.9749511
NOK SEON PHARMACY LIMITED( 諾信藥房有限公司 ),"G/F, 33 CHUEN LUNG STREET ,TSUEN WAN,NT",TSUEN WAN,37955687,22.3711944,114.1166531
NORTH POINT DISPENSARY LIMITED( 北角藥房有限公司 ),"SHOP NO. 1, G/F, 11-13 NORTH POINT ROAD,NORTH POINT,HK",NORTH POINT,25780166,22.290998,114.1964413
OCEAN DISPENSARY LIMITED( 海洋中西大藥房有限公司 ),"SHOP 1, G/F, CHUNG HING MANSION, NO.981A-981F KING'S ROAD, QUARRY BAY,HK",QUARRY BAY,25637585,22.2865621,114.2109912
OCEAN VIEW DISPENSARY LIMITED( 海昇西藥房有限公司 ),"SHOP S4, G/F, OCEANIC MANSION, 1018 KING'S ROAD,QUARRY BAY,HK",QUARRY BAY,25655900,22.284639,114.2119706
ODIS DISPENSARY LIMITED( 學勤藥房有限公司 ),"SHOP 3, G/F, MAN SHING BUILDING , NOS. 1/5 & 9/13  KAI FAT PATH ,TUEN MUN,NT",TUEN MUN,25080238,22.3949746,113.9757173
ON HONG DISPENSARY O/B FAMOUS ASIA CORPORATION LIMITED( 安康大藥房 ),"FLAT C, G/F, TONG SING MANSION, NOS. 72-82 TSEUK LUK STREET,SAN PO KONG,KLN",SAN PO KONG,28685928,22.3362609,114.1953795
ON TAT DISPENSARY( 安達西葯房 ),"SHOP NO. LG23, ON TAT SHOPPING CENTRE, KWUN TONG,KLN",KWUN TONG,23808999,22.3209129,114.2338483
"ON TAT PHARMACY CO., LIMITED( 安達藥房有限公司 )","FLAT 4-6, G/F, ON YAM SHOPPING CENTRE, ON YAM ESTATE, NO. 7 ON CHUK STREET,KWAI CHUNG,NT",KWAI CHUNG,23808866,22.3712131,114.141613
OSON DISPENSARY COMPANY LIMITED( 奧新西藥房有限公司 ),"SHOP G2, G/F, SUNLIGHT BUILDING, 273 SHUN NING ROAD,CHEUNG SHA WAN,KLN",CHEUNG SHA WAN,28023018,22.3372904,114.1584732
OSON PHARMACY (Y.T.) O/B OSON PHARMACY COMPANY LIMITED( 奧新藥房(逸東) ),"SHOP NO. 10, G/F, YAT TUNG SHOPPING CENTRE, YAT TUNG ESTATE, 8 YAT TUNG STREET,TUNG CHUNG,NT",TUNG CHUNG,23323923,22.281675,113.9348144
OSON PHARMACY CO O/B OSON MEDICINE COMPANY LIMITED( 奧新中西藥房 ),"SHOP NO.306 & 306A, 3/F, CHOI MING SHOPPING CENTRE, 1 CHOI MING STREET ,TSEUNG KWAN O,NT",TSEUNG KWAN O,23802898,22.3064277,114.2524929
OSON PHARMACY COMPANY LIMITED( 奧新藥房有限公司 ),"SHOP NO. 2114, 2/F, LOK FU PLACE, 198 JUNCTION ROAD,LOK FU,KLN",LOK FU,27862021,22.338526,114.1867696
PACIFIC PHARMACY CO( 海運藥房公司 ),"G/F, 36E SHANTUNG STREET,MONG KOK,KLN",MONG KOK,23320078,22.3172322,114.1687378
PAN PACIFIC DISPENSARY LIMITED( 泛亞大藥房有限公司 ),"G/F, 51 LION ROCK ROAD,KOWLOON CITY,KLN",KOWLOON CITY,23839101,22.3294648,114.1880999
PEACE DISPENSARY LTD( 未有登記中文名稱 ),"G/F AND MEZZANINE FLOOR, 352 SHANGHAI STREET,YAU MA TEI,KLN",YAU MA TEI,23840422,22.3130503,114.1695194
PEDDER HEALTH PHARMACY O/B PEDDER HEALTH PHARMA COMPANY LIMITED( 仁德醫健藥房 ),"PORTION OF SHOP 1011-16, 10/F, H ZENTRE, 15 MIDDLE ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,29058333,22.2953974,114.1733859
PEONY DISPENSARY O/B SHUNDUO COMPANY LIMITED( 牡丹西藥房 ),"SHOP A62, G/F, HOP YICK PLAZA, 16-20 HOP CHOI STREET,YUEN LONG,NT",YUEN LONG,23688088,22.4432402,114.0298815
PERFECT PHARMACY O/B GRACE SUMMIT LIMITED( 海健藥房 ),"SHOP A, G/F, TAK CHEONG COMMERCIAL BUILDING, 215 PORTLAND STREET,MONG KOK,KLN",MONG KOK,26269138,22.3174712,114.1689234
PHARM - UNION PHARMACY( 聯合葯房 ),"SHOP 5, G/F, HING FAT BUILDING, 9-13 KAU YUK ROAD,YUEN LONG,NT",YUEN LONG,24432278,22.4427108,114.0275937
PHARM+ HAVEN OF HOPE COMMUNITY PHARMACY O/B HAVEN OF HOPE CHRISTIAN SERVICE( 藥健同心靈實社區藥房 ),"SHOP NO. G32, GROUND FLOOR, MCP DISCOVERY, 8 MAU YIP ROAD,TSEUNG KWAN O,NT",TSEUNG KWAN O,26235512,22.3224373,114.2568234
PHARM+ HONG KONG SHENG KUNG HUI COMMUNITY PHARMACY O/B HONG KONG SHENG KUNG HUI WELFARE COUNCIL LIMITED( 藥健同心香港聖公會社區藥房 ),"SHOP 3, CHEUNG YING ALLEY, THIRD GROUND FLOOR OF TROPICANA GARDENS, 110 LUNG CHEUNG ROAD,WONG TAI SIN,KLN",WONG TAI SIN,21160382,22.3548115,114.1974398
"PHARM+ LOK SIN TONG COMMUNITY PHARMACY O/B THE LOK SIN TONG BENEVOLENT SOCIETY, KOWLOON( 藥健同心樂善堂社區藥房 )","SHOP 2, G/F, THE GOLDEN GATE, NO. 1 PLOVER COVE ROAD,TAI PO,NT",TAI PO,,22.4497285,114.1673522
PHARM+ POK OI HOSPITAL COMMUNITY PHARMACY O/B POK OI HOSPITAL( 藥健同心博愛醫院社區藥房 ),"FLAT 904-5 9/F AND FLAT 1103 11/F, KWONG WAH PLAZA, 11 TAI TONG ROAD,YUEN LONG,NT",YUEN LONG,35905766,22.443949,114.029332
PHARM+ ST. JAMES' SETTLEMENT COMMUNITY PHARMACY O/B ST. JAMES' SETTLEMENT( 藥健同心聖雅各福群會社區藥房 ),"9/F, 383 KING'S ROAD,NORTH POINT,HK",NORTH POINT,,22.290995,114.198385
PHARM+ YWCA COMMUNITY PHARMACY O/B HONG KONG YOUNG WOMEN'S CHRISTIAN ASSOCIATION( 藥健同心女青社區藥房 ),"ROOM 903, SPOT, 48 LUNG SUM AVENUE,SHEUNG SHUI,NT",SHEUNG SHUI,,22.5031117,114.1279295
PHILANTHROPIC COMMUNITY PHARMACY O/B ST. JAMES' SETTLEMENT( 惠澤社區藥房 ),"ROOM 8, 8/F, ST. JAMES' SETTLEMENT, 85 STONE NULLAH LANE,WAN CHAI,HK",WAN CHAI,28313279,22.273359,114.1736678
PHILANTHROPIC COMMUNITY PHARMACY O/B ST. JAMES' SETTLEMENT( 惠澤社區藥房 ),"ROOM 12B & 17, 9/F, SHATIN GALLERIA, 18-24 SHAN MEI STREET,FO TAN,NT",FO TAN,28354320,22.3972442,114.1934135
PHILANTHROPIC COMMUNITY PHARMACY O/B ST. JAMES' SETTLEMENT( 惠澤社區藥房 ),"SHOP NO. 7, G/F, HIGH ONE GRAND, NO. 188 FUK WING STREET,SHAM SHUI PO,KLN",SHAM SHUI PO,23899034,22.333742,114.160648
PHILANTHROPIC COMMUNITY PHARMACY O/B ST. JAMES' SETTLEMENT( 惠澤社區藥房 ),"SHOP C1, 12/F, TG PLACE, 10 SHING YIP STREET,KWUN TONG,KLN",KWUN TONG,21164958,22.3104389,114.2259254
PO LING DISPENSARY O/B LINK FORTUNE HOLDINGS LIMITED( 保寧藥房 ),"G/F, 56 SAN HONG STREET,SHEUNG SHUI,NT",SHEUNG SHUI,26723416,22.5042306,114.1284937
PO TAT DISPENSARY LIMITED( 寶達藥房有限公司 ),"SHOP 16, G/F, PO TAT SHOPPING CENTRE, 2 PO LAM ROAD,SAU MAU PING,KLN",SAU MAU PING,23461555,22.3176434,114.2363253
POPULAR DISPENSARY( 萬藥坊中西大藥房 ),"SHOP NO. 5, G/F, LEI YUE MUN PLAZA , YAU TONG,KLN",YAU TONG,35860491,22.2964001,114.2394189
PROSPERITY DISPENSARY LIMITED( 昌盛中西大藥房有限公司 ),"A3, G/F , PAK CHEUNG BUILDING, NO. 59A-63A SHAN TUNG STREET,MONG KOK,KLN",MONG KOK,21530818,22.3179118,114.1711545
PROSPEROUS DISPENSARY O/B INCOME PROFIT (HK) LIMITED( 泓盛大藥房 ),"SHOP A, G/F, 200 DES VOEUX ROAD WEST,SHEUNG WAN,HK",SHEUNG WAN,25590172,22.2876989,114.1431694
QUALITY DISPENSARY LIMITED( 優品中西大藥房有限公司 ),"GROUND FLOOR AND COCKLOFT, NO. 152 SAI YEUNG CHOI STREET SOUTH,MONG KOK,KLN",MONG KOK,23201898,22.3201976,114.169894
QUALITY HEALTHCARE PHARMACY O/B QUALITY HEALTHCARE MEDICAL CENTRE LIMITED( 卓健藥房 ),"PORTION OF SHOP NO 6, 2/F, THE QUAYSIDE, 77 HOI BUN ROAD,KWUN TONG,KLN",KWUN TONG,37048410,22.3165336,114.2137085
REGAL DISPENSARY( 義成藥房 ),"G/F, 29E WONG NAI CHUNG ROAD,HAPPY VALLEY,HK",HAPPY VALLEY,25735247,22.2696996,114.1845968
REN DA DISPENSARY O/B YAN TAI MEDICINE COMPANY LIMITED( 仁大藥房 ),"FLAT G, KAM LAI BUILDING, 5 KAI MAN PATH,TUEN MUN,NT",TUEN MUN,26187191,22.395951,113.9749511
RIT BIOTECH COMPANY LIMITED( 未有登記中文名稱 ),"UNIT A, 4/F, HK BAPTIST HOSPITAL SUPPORT SERVICES CENTRE, NO. 9 LOK YIP ROAD,FANLING,NT",FANLING,26822929,22.495347,114.143589
ROYAL CARE DISPENSARY O/B ROYAL CARE DISPENSARY LIMITED( 御康藥房 ),"FLAT 16, UPPER GROUND FLOOR, AVON PARK, 15 YAT MING ROAD,FANLING,NT",FANLING,26830816,22.4875058,114.1426676
ROYAL PHARM O/B LEADING WORLD CORPORATION LIMITED( 藥皇 ),"SHOP NO. 39, G/F, METRO HARBOUR PLAZA, TAI KOK TSUI,KLN",TAI KOK TSUI,26978119,22.3245534,114.1609022
RXPLUS PHARMACY O/B RXPLUS LIMITED( 康是美大藥房 ),"G/F, 138 NGA TSIN WAI ROAD,KOWLOON CITY,KLN",KOWLOON CITY,23832711,22.329101,114.187391
"S.C. EON PHARMACY CO., LIMITED( 時代中西葯房有限公司 )","SHOP NO. A, G/F, SITE 1, CHARMING GARDEN, NO. 16 HOI TING ROAD,MONG KOK,KLN",MONG KOK,21481408,22.314322,114.163104
SAFEMED DISPENSARY O/B THE HONG KONG PHARMACEUTICAL CARE FOUNDATION LIMITED( 配安心藥房 ),"ROOM 1, WORKSHOP 3 & 4, 7TH FLOOR CRE CENTRE, NO. 889  CHEUNG SHA WAN ROAD,CHEUNG SHA WAN,KLN",CHEUNG SHA WAN,29790380,22.3365909,114.1471298
SAMMY PHARMACEUTICAL LIMITED( 森美藥房有限公司 ),"SHOP NO. 59/C, G/F, RICHLAND GARDEN, NO. 138 WU CHUI ROAD,TUEN MUN,NT",TUEN MUN,24047876,22.3731447,113.9638802
SAN FUNG DISPENSARY LIMITED( 新豐大藥房有限公司 ),"SHOP NO. 114, LEVEL 1, TAI WO PLAZA, NO. 12 TAI PO TAI WO ROAD,TAI PO,NT",TAI PO,26372038,22.4513392,114.1617919
SANG SANG DISPENSARY O/B SANG SANG DISPENSARY LIMITED( 生生大藥房 ),"SHOP 5, G/F., HING FAT BUILDING, NO. 49 KAI MAN PATH,TUEN MUN,NT",TUEN MUN,94645002,22.3971656,113.975239
SE PHARMACY O/B SOCIAL ENTERPRISE LIMITED( 社企藥房 ),"AREA P, ROOM A, 1/F, COMFORT GARDEN, 60 KING'S ROAD,NORTH POINT,HK",NORTH POINT,35802678,22.2864427,114.1933993
SHEUNG TAK DISPENSARY LIMITED( 尚德藥房有限公司 ),"SHOP 10, G/F, TKO SPOT, 2 TONG MING STREET,TSEUNG KWAN O,NT",TSEUNG KWAN O,21783382,22.3110182,114.2588317
SHIN NOK DISPENSARY LIMITED( 善諾藥房有限公司 ),"SHOP 1 & 2, G/F, TSUEN LOK BUILDING, NO. 22-24 KWAN MUN HAU STREET,TSUEN WAN,NT",TSUEN WAN,24852856,22.3696468,114.1202929
SHING FUNG DISPENSARY (HONG KONG) COMPANY LIMITED( 成豐中西藥房(香港)有限公司 ),"SHOP NO. 111, G/F, HIN KENG SHOPPING CENTRE, HIN KENG ESTATE, SHATIN,NT",SHATIN,26933278,22.363705,114.171996
SHING TAI PHARMACY COMPANY O/B RICH LUCK (HONG KONG) LIMITED( 盛泰中西藥房 ),"FLAT B1-B3, G/F, LAI YUEN APARTMENTS, NO.59 RUSSELL STREET,CAUSEWAY BAY,HK",CAUSEWAY BAY,2802 2262,22.279031,114.1832623
SHIU TAK DISPENSARY O/B RAINBOW CHASE LIMITED( 兆德大藥房 ),"SHOP C ON G/F, HILLIER BUILDING, NO. 273 & 277 QUEEN'S ROAD CENTRAL,SHEUNG WAN,HK",SHEUNG WAN,26632355,22.2847576,114.1509489
SHUI FUNG DISPENSARY O/B GOOD FAMOUS TRADING LIMITED( 瑞豐大藥房 ),"G/F, 375 KING'S ROAD,NORTH POINT,HK",NORTH POINT,23180689,22.2909175,114.1981062
SHUI SHING YAU LEE DISPENSARY O/B CHEERFUL SMART LIMITED( 信誠有利藥房 ),"SHOP 16A, G/F, UNITED BUILDING, NOS. 1-7 WU KWONG STREET,HUNG HOM,KLN",HUNG HOM,27987068,22.3057829,114.1860958
SHUN CHEONG DISPENSARY O/B MEGA GRACE CORPORATION LIMITED( 信昌中西藥房 ),"G/F, 438 MA TAU WAI ROAD,TO KWA WAN,KLN",TO KWA WAN,23636939,22.3195985,114.187355
SHUN HING DISPENSARY O/B BRIGHT LUCKY LIMITED( 信興藥房 ),"G/F & COCKLOFT, 378 MA TAU WAI ROAD,TO KWA WAN,KLN",TO KWA WAN,"27135098, 94922262 (Mr. WONG)",22.3188938,114.1874123
SHUN LEE DISPENSARY LIMITED( 順利中西藥房有限公司 ),"SHOP G05, F3/F, LEE HONG HOUSE, SHUN LEE ESTATE, 15  LEE ON ROAD,KWUN TONG,KLN",KWUN TONG,23898589,22.3305935,114.2262793
SHUN MING DISPENSARY( 順明藥房 ),"G/F, NO. 4 YIK YAM STREET,HAPPY VALLEY,HK",HAPPY VALLEY,28384388,22.2695417,114.1850065
SHUN ON DISPENSARY O/B BLOOM HARVEST HOLDINGS LIMITED( 信安中西大藥房 ),"G/F, NEW SPRING GARDEN MANSION, NO. 47 SPRING GARDEN LANE,WAN CHAI,HK",WAN CHAI,22034328,22.2752945,114.1724301
SHUN SANG DISPENSARY O/B RICH PROVIDENCE LIMITED( 信生中西大藥房 ),"GROUND FLOOR , NO. 6H NELSON STREET,MONG KOK,KLN",MONG KOK,23323908,22.3184176,114.1702893
SHUN TAI DISPENSARY LIMITED( 信大藥房有限公司 ),"SHOP NO. 1, G/F, CHUEN LUNG BUILDING , 35-39 CHUEN LUNG STREET,TSUEN WAN,NT",TSUEN WAN,24852688,22.3711227,114.1166001
SHUN TAI PHARMACY O/B SHUN TAI PHARMACY LIMITED( 信大中西藥房 ),"SHOP L2-048, LEVEL 2, COMMERCIAL DEVELOPMENT METRO TOWN, 8 KING LING ROAD,TSEUNG KWAN O,NT",TSEUNG KWAN O,21410108,22.3049429,114.2518906
SHUN TAK DISPENSARY O/B TIEYE LIMITED( 信德中西藥房 ),"SHOP A & B ON G/F, SANG CHEONG BUILDING, 276 & 276A MA TAU WAI ROAD,TO KWA WAN,KLN",TO KWA WAN,21755122,22.3154554,114.187525
SKY DILIGENTS MEDICAL LIMITED( 天勤醫藥有限公司 ),"G/F, NO. 30 HAIPHONG ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,23176588,22.2979059,114.1700031
SUN CHEUNG DISPENSARY( 新昌大藥房 ),"SHOP L4 G/F, SHOP L M/F, HONG KONG MANSION, NO. 1 PATERSON STREET,CAUSEWAY BAY,HK",CAUSEWAY BAY,2577 0564,22.280164,114.185389
SUN FAI DISPENSARY O/B SUN FAI DISPENSARY LIMITED( 新輝大藥房 ),"SHOP NOS. 8 AND 9, LEVEL 1, REGENTVILLE , 8 WO MUN STREET, LUEN WO HUI,FANLING,NT",FANLING,31254720,22.5003493,114.1437134
SUN HEALTH PHARMACY LIMITED( 新興藥房有限公司 ),"FLAT A, G/F, MEZZANINE FLOOR, DUN TAK MANSION, 33 DUNDAS STREET,MONG KOK,KLN",MONG KOK,27708222,22.3153284,114.1693183
SUN LEE DISPENSARY LIMITED( 新利西葯房有限公司 ),"FLAT 19&21, G/F, HONELEY COURT, 94-110 TUEN MUN HEUNG SZE WUI ROAD,TUEN MUN,NT",TUEN MUN,24563915,22.3976169,113.9751809
SUN MING DISPENSARY LIMITED( 新明藥房有限公司 ),"G/F, 110 CHUNG ON STREET,TSUEN WAN,NT",TSUEN WAN,24927702,22.3691427,114.1164843
SUN MING DISPENSARY O/B STREAM POWER LIMITED( 新明大藥房 ),"SHOP 15, G/F, COMET MANSION, 45-67 FUNG CHEUNG ROAD,YUEN LONG,NT",YUEN LONG,24789805,22.4425159,114.0324707
SUN TAT ON DISPENSARY COMPANY O/B GOLDEN HEALTH MEDICAL SUPPLY LIMITED( 新達安藥房 ),"SHOP C & D, G/F, NO. 41 BUTE STREET,MONG KOK,KLN",MONG KOK,23936983,22.322176,114.1695796
SUNNING DISPENSARY LTD( 新寧藥房有限公司 ),"G/F, BLOCK A, 275 HENNESSY ROAD,WAN CHAI,HK",WAN CHAI,25197277,22.278286,114.1771643
SUPERB HEALTH PHARMACY O/B MAN WA PHARMACEUTICAL COMPANY LIMITED( 富盈大藥房 ),"SHOP B , G/F, 48 WING LOK STREET,SHEUNG WAN,HK",SHEUNG WAN,28691180,22.2863977,114.1519392
SURE PROSPER PHARMACY LIMITED( 正興大藥房有限公司 ),"G/F, 296 KI LUNG STREET,SHAM SHUI PO,KLN",SHAM SHUI PO,27188828,22.33005,114.1607026
T & C SHUN YEE PHARMACY LIMITED( 信義大藥房有限公司 ),"G/F, 24 WU PAK STREET AND PART OF M/F, 24-26  WU PAK STREET AND PART OF M/F, 10 CHENGTU ROAD,ABERDEEN,HK",ABERDEEN,25557773,22.2480083,114.1549201
TACK LONG DISPENSARY LIMITED( 達隆葯房有限公司 ),"G/F, 9A LOCK ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,23760768,22.297045,114.171652
TACK LONG DISPENSARY LIMITED( 達隆葯房有限公司 ),"G/F, 1 HANOI ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,23661188,22.298007,114.173865
TACK SHING DISPENSARY (HONG KONG) LIMITED( 達城大藥房(香港)有限公司 ),"FLAT 12, 2/F, FANLING TOWN CENTER, 18 FANLING STATION ROAD,FANLING,NT",FANLING,21916338,22.4929406,114.1390656
TACK SHING DISPENSARY LTD( 達城大藥房有限公司 ),"FLAT 3, G/F, TAK CHEUNG BUILDING, 1001 KWAI CHUNG ROAD,KWAI CHUNG,NT",KWAI CHUNG,24249352,22.3672988,114.1332523
TACK SHING DISPENSARY O/B MODERN INVESTMENT DEVELOPMENT HOLDINGS LIMITED( 達城大藥房 ),"SHOP 3062, LEVEL 3, SHATIN LUCKY PLAZA, 1-15 WANG POK STREET,SHATIN,NT",SHATIN,26886281,22.3829567,114.1911714
TAI LOY DISPENSARY LIMITED( 大來大藥房有限公司 ),"SHOP J, G/F, 93-115 HIP WO STREET,KWUN TONG,KLN",KWUN TONG,27931310,22.3156121,114.2257917
TAI ON DISPENSARY COMPANY LIMITED( 太安西葯房有限公司 ),"G/F, 35 TSING YUEN STREET,TAI PO,NT",TAI PO,26509228,22.44899,114.165015
TAI PANG DISPENSARY LIMITED( 大鵬中西藥房有限公司 ),"SHOP A, G/F, 10-16 LUEN SHING STREET,FANLING,NT",FANLING,2669 1223,22.4988782,114.1432163
TAI WAH DISPENSARY LTD( 大華西葯房有限公司 ),"G/F, WING LUNG BUILDING , 240A CASTLE PEAK ROAD,CHEUNG SHA WAN,KLN",CHEUNG SHA WAN,27294949,22.3371571,114.1581502
TAI WAH DISPENSARY O/B CENTER RAY LIMITED( 大華蔘茸中西大藥房 ),"SHOP B & C, G/F, 2-4 TUNG CHOI STREET,MONG KOK,KLN",MONG KOK,27839385,22.3168948,114.1712528
TAK MAN DISPENSARY LIMITED( 德民西藥房有限公司 ),"SHOP G1A, G/F, YUEN WAH BUILDING, WHAMPOA ESTATE, 25-27 TAK MAN STREET,HUNG HOM,KLN",HUNG HOM,96410208,22.3061664,114.1880427
TAK SHUN DISPENSARY LIMITED( 德信大藥房有限公司 ),"GROUND FLOOR, NO. 275 CHEUNG SHA WAN ROAD,SHAM SHUI PO,KLN",SHAM SHUI PO,27203508,22.3315895,114.1611082
TAK SING DISPENSARY O/B BLOOMING STATE COMPANY LIMITED( 德成大藥房 ),"G/F, 93 KWEILIN STREET,SHAM SHUI PO,KLN",SHAM SHUI PO,23043741,22.329741,114.160503
TAK WAH PHARMACY LIMITED( 德華大葯房有限公司 ),"FLAT B217, SHEK LEI (II) SHOPPING CENTRE, SHEK LEI ESTATE, KWAI CHUNG,NT",KWAI CHUNG,24232806,22.3656637,114.1391977
TAK YAN DISPENSARY COMPANY LIMITED( 德仁中西大藥房有限公司 ),"G/F, 27-29 SHING FONG STREET, LOWER KWAI CHUNG,KWAI CHUNG,NT",KWAI CHUNG,24200339,22.359362,114.1273263
TALENT PHARMACY O/B MORAL FAIR LIMITED( 健盈大藥房 ),"G/F & M/F, NO. 63 HENNESSY ROAD,WAN CHAI,HK",WAN CHAI,25286029,22.2777759,114.1709894
THE SUN PHARMACY AND HEALTH CENTRE LIMITED( 康晴藥房及保健中心有限公司 ),"SHOP 93B, G/F, SHOPPING ARCADE, NO. 79 BROADWAY, STAGE 4, MEI FOO SUN CHUEN,LAI CHI KOK,KLN",LAI CHI KOK,23712298,22.3361041,114.1409685
THE VICTORIA DISPENSARY O/B ELEGANCE CO LTD( 未有登記中文名稱 ),"SHOP 2, G/F, PEARL ORIENTAL HOUSE, 60 STANLEY STREET,CENTRAL,HK",CENTRAL,25231230,22.2829521,114.1549065
TIEN LU DISPENSARY( 天力葯房 ),"G/F, 700 KING'S ROAD,NORTH POINT,HK",NORTH POINT,25618628,22.2917507,114.206883
TIEN LU DISPENSARY (SHAU KEI WAN) COMPANY LIMITED( 天力藥房(筲箕灣)有限公司 ),"SHOP NOS. 3 & 5 (BEING A PORTION OF SHOP C), G/F, TUNG TAI BUILDING, 118-124 SHAU KEI WAN MAIN STREET EAST,SHAU KEI WAN,HK",SHAU KEI WAN,29678804,22.2782317,114.2301105
TIEN LU DISPENSARY LIMITED( 天力藥房有限公司 ),"SHOP H, G/F, KING FAI BUILDING, 98-112 SHAU KEI WAN MAIN STREET EAST,SHAU KEI WAN,HK",SHAU KEI WAN,28860263,22.2786788,114.2299015
